"region";"ålder";"kön";"2023"
"Haninge (Muskö)";"totalt";"totalt";733
"Haninge (Norrby-Vendelsö Gård)";"totalt";"män";1440
"Haninge (Norrby-Vendelsö Gård)";"totalt";"kvinnor";1464
"Haninge (Norrby-Vendelsö Gård)";"totalt";"totalt";2904
"Haninge (Söderby)";"totalt";"män";961
"Haninge (Söderby)";"totalt";"kvinnor";956
"Haninge (Söderby)";"totalt";"totalt";1917
"Haninge (Tungelsta centrala)";"totalt";"män";1583
"Haninge (Tungelsta centrala)";"totalt";"kvinnor";1551
"Haninge (Tungelsta centrala)";"totalt";"totalt";3134
"Haninge (Tungelsta norra)";"totalt";"män";2009
"Haninge (Tungelsta norra)";"totalt";"kvinnor";1811
"Haninge (Tungelsta norra)";"totalt";"totalt";3820
"Haninge (Vega centrala-Handen norra)";"totalt";"män";2372
"Haninge (Vega centrala-Handen norra)";"totalt";"kvinnor";2250
"Haninge (Vega centrala-Handen norra)";"totalt";"totalt";4622
"Haninge (Vega norra)";"totalt";"män";1215
"Haninge (Vega norra)";"totalt";"kvinnor";1178
"Haninge (Vega norra)";"totalt";"totalt";2393
"Haninge (Vega västra)";"totalt";"män";3099
"Haninge (Vega västra)";"totalt";"kvinnor";2801
"Haninge (Vega västra)";"totalt";"totalt";5900
"Haninge (Vendelsö västra)";"totalt";"män";927
"Haninge (Vendelsö västra)";"totalt";"kvinnor";925
"Haninge (Vendelsö västra)";"totalt";"totalt";1852
"Haninge (Vendelsö östra)";"totalt";"män";1067
"Haninge (Vendelsö östra)";"totalt";"kvinnor";1081
"Haninge (Vendelsö östra)";"totalt";"totalt";2148
"Haninge (Vendelsömalm västra)";"totalt";"män";1838
"Haninge (Vendelsömalm västra)";"totalt";"kvinnor";1883
"Haninge (Vendelsömalm västra)";"totalt";"totalt";3721
"Haninge (Vendelsömalm östra)";"totalt";"män";1597
"Haninge (Vendelsömalm östra)";"totalt";"kvinnor";1496
"Haninge (Vendelsömalm östra)";"totalt";"totalt";3093
"Haninge (Västerhaninge centrala)";"totalt";"män";1499
"Haninge (Västerhaninge centrala)";"totalt";"kvinnor";1429
"Haninge (Västerhaninge centrala)";"totalt";"totalt";2928
"Haninge (Västerhaninge norra)";"totalt";"män";2294
"Haninge (Västerhaninge norra)";"totalt";"kvinnor";2195
"Haninge (Västerhaninge norra)";"totalt";"totalt";4489
"Haninge (Västerhaninge västra)";"totalt";"män";1276
"Haninge (Västerhaninge västra)";"totalt";"kvinnor";1194
"Haninge (Västerhaninge västra)";"totalt";"totalt";2470
"Haninge (Västerhaninge östra)";"totalt";"män";2334
"Haninge (Västerhaninge östra)";"totalt";"kvinnor";2266
"Haninge (Västerhaninge östra)";"totalt";"totalt";4600
"Tyresö (Fornudden-Drevviken)";"totalt";"män";1929
"Tyresö (Fornudden-Drevviken)";"totalt";"kvinnor";1938
"Tyresö (Fornudden-Drevviken)";"totalt";"totalt";3867
"Tyresö (Fårdala)";"totalt";"män";883
"Tyresö (Fårdala)";"totalt";"kvinnor";823
"Tyresö (Fårdala)";"totalt";"totalt";1706
"Tyresö (Granängsringen-Nyboda)";"totalt";"män";2288
"Tyresö (Granängsringen-Nyboda)";"totalt";"kvinnor";2209
"Tyresö (Granängsringen-Nyboda)";"totalt";"totalt";4497
"Tyresö (Hanviken-Skälsätra)";"totalt";"män";3335
"Tyresö (Hanviken-Skälsätra)";"totalt";"kvinnor";3187
"Tyresö (Hanviken-Skälsätra)";"totalt";"totalt";6522
"Tyresö (Krusboda)";"totalt";"män";1833
"Tyresö (Krusboda)";"totalt";"kvinnor";1829
"Tyresö (Krusboda)";"totalt";"totalt";3662
"Tyresö (Lindalen)";"totalt";"män";1583
"Tyresö (Lindalen)";"totalt";"kvinnor";1505
"Tyresö (Lindalen)";"totalt";"totalt";3088
"Tyresö (Raksta-Brevik)";"totalt";"män";2164
"Tyresö (Raksta-Brevik)";"totalt";"kvinnor";1930
"Tyresö (Raksta-Brevik)";"totalt";"totalt";4094
"Tyresö (Sikvägen)";"totalt";"män";895
"Tyresö (Sikvägen)";"totalt";"kvinnor";1076
"Tyresö (Sikvägen)";"totalt";"totalt";1971
"Tyresö (Tyresö centrum)";"totalt";"män";3018
"Tyresö (Tyresö centrum)";"totalt";"kvinnor";3308
"Tyresö (Tyresö centrum)";"totalt";"totalt";6326
"Tyresö (Tyresö Strand)";"totalt";"män";2024
"Tyresö (Tyresö Strand)";"totalt";"kvinnor";2053
"Tyresö (Tyresö Strand)";"totalt";"totalt";4077
"Tyresö (Västra Farmarstigen)";"totalt";"män";1147
"Tyresö (Västra Farmarstigen)";"totalt";"kvinnor";1101
"Tyresö (Västra Farmarstigen)";"totalt";"totalt";2248
"Tyresö (Västra Trollbäcken)";"totalt";"män";888
"Tyresö (Västra Trollbäcken)";"totalt";"kvinnor";928
"Tyresö (Västra Trollbäcken)";"totalt";"totalt";1816
"Tyresö (Öringe-Kolardammarna)";"totalt";"män";1503
"Tyresö (Öringe-Kolardammarna)";"totalt";"kvinnor";1518
"Tyresö (Öringe-Kolardammarna)";"totalt";"totalt";3021
"Tyresö (Östra Farmarstigen)";"totalt";"män";1092
"Tyresö (Östra Farmarstigen)";"totalt";"kvinnor";1186
"Tyresö (Östra Farmarstigen)";"totalt";"totalt";2278
"Upplands-Bro (Brunna)";"totalt";"män";1989
"Upplands-Bro (Brunna)";"totalt";"kvinnor";1998
"Upplands-Bro (Brunna)";"totalt";"totalt";3987
"Upplands-Bro (Centrala Bro)";"totalt";"män";2434
"Upplands-Bro (Centrala Bro)";"totalt";"kvinnor";2335
"Upplands-Bro (Centrala Bro)";"totalt";"totalt";4769
"Upplands-Bro (Centrala Kungsängen)";"totalt";"män";2634
"Upplands-Bro (Centrala Kungsängen)";"totalt";"kvinnor";2657
"Upplands-Bro (Centrala Kungsängen)";"totalt";"totalt";5291
"Upplands-Bro (Lillsjön-Sylta-Ålsta)";"totalt";"män";1227
"Upplands-Bro (Lillsjön-Sylta-Ålsta)";"totalt";"kvinnor";1290
"Upplands-Bro (Lillsjön-Sylta-Ålsta)";"totalt";"totalt";2517
"Upplands-Bro (Norra Bro)";"totalt";"män";595
"Upplands-Bro (Norra Bro)";"totalt";"kvinnor";561
"Upplands-Bro (Norra Bro)";"totalt";"totalt";1156
"Upplands-Bro (Norrboda-Tibble)";"totalt";"män";2738
"Upplands-Bro (Norrboda-Tibble)";"totalt";"kvinnor";2542
"Upplands-Bro (Norrboda-Tibble)";"totalt";"totalt";5280
"Upplands-Bro (Rosenängarna-Österhagen)";"totalt";"män";869
"Upplands-Bro (Rosenängarna-Österhagen)";"totalt";"kvinnor";799
"Upplands-Bro (Rosenängarna-Österhagen)";"totalt";"totalt";1668
"Upplands-Bro (Södra Bro-Önsta)";"totalt";"män";1240
"Upplands-Bro (Södra Bro-Önsta)";"totalt";"kvinnor";1110
"Upplands-Bro (Södra Bro-Önsta)";"totalt";"totalt";2350
"Upplands-Bro (Upplands-Bro norra omland)";"totalt";"män";917
"Upplands-Bro (Upplands-Bro norra omland)";"totalt";"kvinnor";822
"Upplands-Bro (Upplands-Bro norra omland)";"totalt";"totalt";1739
"Upplands-Bro (Upplands-Bro södra omland)";"totalt";"män";2025
"Upplands-Bro (Upplands-Bro södra omland)";"totalt";"kvinnor";1671
"Upplands-Bro (Upplands-Bro södra omland)";"totalt";"totalt";3696
"Nykvarn (Nykvarn)";"totalt";"män";4491
"Nykvarn (Nykvarn)";"totalt";"kvinnor";4401
"Nykvarn (Nykvarn)";"totalt";"totalt";8892
"Nykvarn (Taxinge)";"totalt";"män";963
"Nykvarn (Taxinge)";"totalt";"kvinnor";819
"Nykvarn (Taxinge)";"totalt";"totalt";1782
"Nykvarn (Turinge)";"totalt";"män";728
"Nykvarn (Turinge)";"totalt";"kvinnor";705
"Nykvarn (Turinge)";"totalt";"totalt";1433
"Täby (Arninge-Ullna)";"totalt";"män";2077
"Täby (Arninge-Ullna)";"totalt";"kvinnor";1910
"Täby (Arninge-Ullna)";"totalt";"totalt";3987
"Täby (Byle)";"totalt";"män";1189
"Täby (Byle)";"totalt";"kvinnor";1232
"Täby (Byle)";"totalt";"totalt";2421
"Täby (Ella Gård)";"totalt";"män";2242
"Täby (Ella Gård)";"totalt";"kvinnor";2231
"Täby (Ella Gård)";"totalt";"totalt";4473
"Täby (Ella Park)";"totalt";"män";1321
"Täby (Ella Park)";"totalt";"kvinnor";1260
"Täby (Ella Park)";"totalt";"totalt";2581
"Täby (Ensta)";"totalt";"män";1025
"Täby (Ensta)";"totalt";"kvinnor";1016
"Täby (Ensta)";"totalt";"totalt";2041
"Täby (Erikslund)";"totalt";"män";881
"Täby (Erikslund)";"totalt";"kvinnor";860
"Täby (Erikslund)";"totalt";"totalt";1741
"Täby (Gribby-Kohagen)";"totalt";"män";1651
"Täby (Gribby-Kohagen)";"totalt";"kvinnor";1704
"Täby (Gribby-Kohagen)";"totalt";"totalt";3355
"Täby (Gribby-Myräng)";"totalt";"män";1950
"Täby (Gribby-Myräng)";"totalt";"kvinnor";1940
"Täby (Gribby-Myräng)";"totalt";"totalt";3890
"Täby (Karlsund)";"totalt";"män";878
"Täby (Karlsund)";"totalt";"kvinnor";832
"Täby (Karlsund)";"totalt";"totalt";1710
"Täby (Lahäll)";"totalt";"män";1536
"Täby (Lahäll)";"totalt";"kvinnor";1665
"Täby (Lahäll)";"totalt";"totalt";3201
"Täby (Midgård)";"totalt";"män";998
"Täby (Midgård)";"totalt";"kvinnor";1104
"Täby (Midgård)";"totalt";"totalt";2102
"Täby (Nytorp)";"totalt";"män";1164
"Täby (Nytorp)";"totalt";"kvinnor";1119
"Täby (Nytorp)";"totalt";"totalt";2283
"Täby (Näsby Park)";"totalt";"män";936
"Täby (Näsby Park)";"totalt";"kvinnor";904
"Täby (Näsby Park)";"totalt";"totalt";1840
"Täby (Näsby Slott)";"totalt";"män";976
"Täby (Näsby Slott)";"totalt";"kvinnor";1056
"Täby (Näsby Slott)";"totalt";"totalt";2032
"Täby (Näsbydal)";"totalt";"män";1353
"Täby (Näsbydal)";"totalt";"kvinnor";1341
"Täby (Näsbydal)";"totalt";"totalt";2694
"Täby (Roslags-Näsby)";"totalt";"män";2200
"Täby (Roslags-Näsby)";"totalt";"kvinnor";2262
"Täby (Roslags-Näsby)";"totalt";"totalt";4462
"Täby (Runborg)";"totalt";"män";990
"Täby (Runborg)";"totalt";"kvinnor";963
"Täby (Runborg)";"totalt";"totalt";1953
"Täby (Skarpäng)";"totalt";"män";1911
"Täby (Skarpäng)";"totalt";"kvinnor";1824
"Täby (Skarpäng)";"totalt";"totalt";3735
"Täby (Tibble)";"totalt";"män";1745
"Täby (Tibble)";"totalt";"kvinnor";1971
"Täby (Tibble)";"totalt";"totalt";3716
"Täby (Täby Centrum)";"totalt";"män";1209
"Täby (Täby Centrum)";"totalt";"kvinnor";1333
"Täby (Täby Centrum)";"totalt";"totalt";2542
"Täby (Täby Park)";"totalt";"män";2496
"Täby (Täby Park)";"totalt";"kvinnor";2599
"Täby (Täby Park)";"totalt";"totalt";5095
"Täby (Vallabrink)";"totalt";"män";926
"Täby (Vallabrink)";"totalt";"kvinnor";866
"Täby (Vallabrink)";"totalt";"totalt";1792
"Täby (Vallatorp)";"totalt";"män";992
"Täby (Vallatorp)";"totalt";"kvinnor";967
"Täby (Vallatorp)";"totalt";"totalt";1959
"Täby (Viggbyholm)";"totalt";"män";1004
"Täby (Viggbyholm)";"totalt";"kvinnor";978
"Täby (Viggbyholm)";"totalt";"totalt";1982
"Täby (Visinge)";"totalt";"män";790
"Täby (Visinge)";"totalt";"kvinnor";750
"Täby (Visinge)";"totalt";"totalt";1540
"Täby (Västra Hägernäs)";"totalt";"män";1583
"Täby (Västra Hägernäs)";"totalt";"kvinnor";1589
"Täby (Västra Hägernäs)";"totalt";"totalt";3172
"Täby (Östra Hägernäs)";"totalt";"män";2242
"Täby (Östra Hägernäs)";"totalt";"kvinnor";2197
"Täby (Östra Hägernäs)";"totalt";"totalt";4439
"Danderyd (Danderyd centrala västra)";"totalt";"män";2565
"Danderyd (Danderyd centrala västra)";"totalt";"kvinnor";2718
"Danderyd (Danderyd centrala västra)";"totalt";"totalt";5283
"Danderyd (Danderyd centrala östra)";"totalt";"män";1226
"Danderyd (Danderyd centrala östra)";"totalt";"kvinnor";1284
"Danderyd (Danderyd centrala östra)";"totalt";"totalt";2510
"Danderyd (Danderyd västra)";"totalt";"män";2639
"Danderyd (Danderyd västra)";"totalt";"kvinnor";2590
"Danderyd (Danderyd västra)";"totalt";"totalt";5229
"Danderyd (Djursholm norra)";"totalt";"män";2247
"Danderyd (Djursholm norra)";"totalt";"kvinnor";2356
"Danderyd (Djursholm norra)";"totalt";"totalt";4603
"Danderyd (Djursholm södra)";"totalt";"män";2072
"Danderyd (Djursholm södra)";"totalt";"kvinnor";2190
"Danderyd (Djursholm södra)";"totalt";"totalt";4262
"Danderyd (Enebyberg)";"totalt";"män";2614
"Danderyd (Enebyberg)";"totalt";"kvinnor";2729
"Danderyd (Enebyberg)";"totalt";"totalt";5343
"Danderyd (Stocksund)";"totalt";"män";2605
"Danderyd (Stocksund)";"totalt";"kvinnor";2584
"Danderyd (Stocksund)";"totalt";"totalt";5189
"Sollentuna (Bagarby)";"totalt";"män";2398
"Sollentuna (Bagarby)";"totalt";"kvinnor";2347
"Sollentuna (Bagarby)";"totalt";"totalt";4745
"Sollentuna (Edsberg)";"totalt";"män";2997
"Sollentuna (Edsberg)";"totalt";"kvinnor";2971
"Sollentuna (Edsberg)";"totalt";"totalt";5968
"Sollentuna (Edsviken-Kummelby)";"totalt";"män";1693
"Sollentuna (Edsviken-Kummelby)";"totalt";"kvinnor";1622
"Sollentuna (Edsviken-Kummelby)";"totalt";"totalt";3315
"Sollentuna (Eriksberg-Fågelsången)";"totalt";"män";2066
"Sollentuna (Eriksberg-Fågelsången)";"totalt";"kvinnor";2092
"Sollentuna (Eriksberg-Fågelsången)";"totalt";"totalt";4158
"Sollentuna (Falkberget-Södra Sjöberg)";"totalt";"män";1544
"Sollentuna (Falkberget-Södra Sjöberg)";"totalt";"kvinnor";1434
"Sollentuna (Falkberget-Södra Sjöberg)";"totalt";"totalt";2978
"Sollentuna (Gillbo-Gillberga)";"totalt";"män";1814
"Sollentuna (Gillbo-Gillberga)";"totalt";"kvinnor";1673
"Sollentuna (Gillbo-Gillberga)";"totalt";"totalt";3487
"Sollentuna (Helenelunds centrum)";"totalt";"män";923
"Sollentuna (Helenelunds centrum)";"totalt";"kvinnor";849
"Sollentuna (Helenelunds centrum)";"totalt";"totalt";1772
"Sollentuna (Häggvik-Klasro)";"totalt";"män";2479
"Sollentuna (Häggvik-Klasro)";"totalt";"kvinnor";2520
"Sollentuna (Häggvik-Klasro)";"totalt";"totalt";4999
"Sollentuna (Knista)";"totalt";"män";1855
"Sollentuna (Knista)";"totalt";"kvinnor";1881
"Sollentuna (Knista)";"totalt";"totalt";3736
"Sollentuna (Landsnora-Kvarnskogen)";"totalt";"män";1837
"Sollentuna (Landsnora-Kvarnskogen)";"totalt";"kvinnor";1738
"Sollentuna (Landsnora-Kvarnskogen)";"totalt";"totalt";3575
"Sollentuna (Norrviken)";"totalt";"män";1771
"Sollentuna (Norrviken)";"totalt";"kvinnor";1821
"Sollentuna (Norrviken)";"totalt";"totalt";3592
"Sollentuna (Nytorp-Hersby-Skansen)";"totalt";"män";2291
"Sollentuna (Nytorp-Hersby-Skansen)";"totalt";"kvinnor";2207
"Sollentuna (Nytorp-Hersby-Skansen)";"totalt";"totalt";4498
"Sollentuna (Rotebro centrum)";"totalt";"män";836
"Sollentuna (Rotebro centrum)";"totalt";"kvinnor";746
"Sollentuna (Rotebro centrum)";"totalt";"totalt";1582
"Sollentuna (Rotsunda)";"totalt";"män";1888
"Sollentuna (Rotsunda)";"totalt";"kvinnor";1892
"Sollentuna (Rotsunda)";"totalt";"totalt";3780
"Sollentuna (Sjöbergs centrum)";"totalt";"män";797
"Sollentuna (Sjöbergs centrum)";"totalt";"kvinnor";865
"Sollentuna (Sjöbergs centrum)";"totalt";"totalt";1662
"Sollentuna (Sollentuna centrum)";"totalt";"män";900
"Sollentuna (Sollentuna centrum)";"totalt";"kvinnor";1047
"Sollentuna (Sollentuna centrum)";"totalt";"totalt";1947
"Sollentuna (Tegelhagen-Silverdal)";"totalt";"män";2631
"Sollentuna (Tegelhagen-Silverdal)";"totalt";"kvinnor";2628
"Sollentuna (Tegelhagen-Silverdal)";"totalt";"totalt";5259
"Sollentuna (Töjnan)";"totalt";"män";2002
"Sollentuna (Töjnan)";"totalt";"kvinnor";1913
"Sollentuna (Töjnan)";"totalt";"totalt";3915
"Sollentuna (Vaxmora-Väsjön)";"totalt";"män";3278
"Sollentuna (Vaxmora-Väsjön)";"totalt";"kvinnor";3110
"Sollentuna (Vaxmora-Väsjön)";"totalt";"totalt";6388
"Sollentuna (Viby-Järvafältet)";"totalt";"män";2768
"Sollentuna (Viby-Järvafältet)";"totalt";"kvinnor";2666
"Sollentuna (Viby-Järvafältet)";"totalt";"totalt";5434
"Stockholm (Abrahamsberg)";"totalt";"män";1679
"Stockholm (Abrahamsberg)";"totalt";"kvinnor";1843
"Stockholm (Abrahamsberg)";"totalt";"totalt";3522
"Stockholm (Akalla)";"totalt";"män";4892
"Stockholm (Akalla)";"totalt";"kvinnor";4567
"Stockholm (Akalla)";"totalt";"totalt";9459
"Stockholm (Alvik)";"totalt";"män";607
"Stockholm (Alvik)";"totalt";"kvinnor";931
"Stockholm (Alvik)";"totalt";"totalt";1538
"Stockholm (Aspudden)";"totalt";"män";4324
"Stockholm (Aspudden)";"totalt";"kvinnor";4629
"Stockholm (Aspudden)";"totalt";"totalt";8953
"Stockholm (Bagarmossen)";"totalt";"män";5566
"Stockholm (Bagarmossen)";"totalt";"kvinnor";6019
"Stockholm (Bagarmossen)";"totalt";"totalt";11585
"Stockholm (Bandhagen)";"totalt";"män";3623
"Stockholm (Bandhagen)";"totalt";"kvinnor";3640
"Stockholm (Bandhagen)";"totalt";"totalt";7263
"Stockholm (Beckomberga)";"totalt";"män";2894
"Stockholm (Beckomberga)";"totalt";"kvinnor";3149
"Stockholm (Beckomberga)";"totalt";"totalt";6043
"Stockholm (Björkhagen)";"totalt";"män";3203
"Stockholm (Björkhagen)";"totalt";"kvinnor";3471
"Stockholm (Björkhagen)";"totalt";"totalt";6674
"Stockholm (Blackeberg)";"totalt";"män";4347
"Stockholm (Blackeberg)";"totalt";"kvinnor";4680
"Stockholm (Blackeberg)";"totalt";"totalt";9027
"Stockholm (Bredäng)";"totalt";"män";5411
"Stockholm (Bredäng)";"totalt";"kvinnor";5401
"Stockholm (Bredäng)";"totalt";"totalt";10812
"Stockholm (Bromma kyrka)";"totalt";"män";1363
"Stockholm (Bromma kyrka)";"totalt";"kvinnor";1346
"Stockholm (Bromma kyrka)";"totalt";"totalt";2709
"Stockholm (Bromsten)";"totalt";"män";3434
"Stockholm (Bromsten)";"totalt";"kvinnor";3194
"Stockholm (Bromsten)";"totalt";"totalt";6628
"Stockholm (Bällsta)";"totalt";"män";412
"Stockholm (Bällsta)";"totalt";"kvinnor";420
"Stockholm (Bällsta)";"totalt";"totalt";832
"Stockholm (Djurgården)";"totalt";"män";425
"Stockholm (Djurgården)";"totalt";"kvinnor";424
"Stockholm (Djurgården)";"totalt";"totalt";849
"Stockholm (Eneby)";"totalt";"män";470
"Stockholm (Eneby)";"totalt";"kvinnor";422
"Stockholm (Eneby)";"totalt";"totalt";892
"Stockholm (Engelbrekts kyrka)";"totalt";"män";6074
"Stockholm (Engelbrekts kyrka)";"totalt";"kvinnor";6271
"Stockholm (Engelbrekts kyrka)";"totalt";"totalt";12345
"Stockholm (Enskede Gård)";"totalt";"män";1633
"Stockholm (Enskede Gård)";"totalt";"kvinnor";1643
"Stockholm (Enskede Gård)";"totalt";"totalt";3276
"Stockholm (Enskededalen)";"totalt";"män";1366
"Stockholm (Enskededalen)";"totalt";"kvinnor";1402
"Stockholm (Enskededalen)";"totalt";"totalt";2768
"Stockholm (Enskedefältet)";"totalt";"män";862
"Stockholm (Enskedefältet)";"totalt";"kvinnor";805
"Stockholm (Enskedefältet)";"totalt";"totalt";1667
"Stockholm (Fagersjö)";"totalt";"män";1417
"Stockholm (Fagersjö)";"totalt";"kvinnor";1431
"Stockholm (Fagersjö)";"totalt";"totalt";2848
"Stockholm (Farsta)";"totalt";"män";7733
"Stockholm (Farsta)";"totalt";"kvinnor";8030
"Stockholm (Farsta)";"totalt";"totalt";15763
"Stockholm (Flysta)";"totalt";"män";1192
"Stockholm (Flysta)";"totalt";"kvinnor";1115
"Stockholm (Flysta)";"totalt";"totalt";2307
"Stockholm (Fredhäll)";"totalt";"män";2551
"Stockholm (Fredhäll)";"totalt";"kvinnor";2803
"Stockholm (Fredhäll)";"totalt";"totalt";5354
"Stockholm (Fruängen)";"totalt";"män";4632
"Stockholm (Fruängen)";"totalt";"kvinnor";5064
"Stockholm (Fruängen)";"totalt";"totalt";9696
"Stockholm (Gamla Enskede)";"totalt";"män";5241
"Stockholm (Gamla Enskede)";"totalt";"kvinnor";5502
"Stockholm (Gamla Enskede)";"totalt";"totalt";10743
"Stockholm (Grimsta)";"totalt";"män";2402
"Stockholm (Grimsta)";"totalt";"kvinnor";2310
"Stockholm (Grimsta)";"totalt";"totalt";4712
"Stockholm (Gröndal)";"totalt";"män";4407
"Stockholm (Gröndal)";"totalt";"kvinnor";4758
"Stockholm (Gröndal)";"totalt";"totalt";9165
"Stockholm (Gubbängen)";"totalt";"män";2880
"Stockholm (Gubbängen)";"totalt";"kvinnor";3018
"Stockholm (Gubbängen)";"totalt";"totalt";5898
"Stockholm (Gustav Vasa)";"totalt";"män";7424
"Stockholm (Gustav Vasa)";"totalt";"kvinnor";7740
"Stockholm (Gustav Vasa)";"totalt";"totalt";15164
"Stockholm (Gärdet)";"totalt";"män";10846
"Stockholm (Gärdet)";"totalt";"kvinnor";12088
"Stockholm (Gärdet)";"totalt";"totalt";22934
"Stockholm (Hagsätra)";"totalt";"män";5020
"Stockholm (Hagsätra)";"totalt";"kvinnor";4926
"Stockholm (Hagsätra)";"totalt";"totalt";9946
"Stockholm (Hammarbyhöjden)";"totalt";"män";5403
"Stockholm (Hammarbyhöjden)";"totalt";"kvinnor";5330
"Stockholm (Hammarbyhöjden)";"totalt";"totalt";10733
"Stockholm (Hedvig Eleonora)";"totalt";"män";5444
"Stockholm (Hedvig Eleonora)";"totalt";"kvinnor";5743
"Stockholm (Hedvig Eleonora)";"totalt";"totalt";11187
"Stockholm (Herrängen)";"totalt";"män";2009
"Stockholm (Herrängen)";"totalt";"kvinnor";1889
"Stockholm (Herrängen)";"totalt";"totalt";3898
"Stockholm (Hjorthagen-Värtahamnen)";"totalt";"män";4715
"Stockholm (Hjorthagen-Värtahamnen)";"totalt";"kvinnor";4772
"Stockholm (Hjorthagen-Värtahamnen)";"totalt";"totalt";9487
"Stockholm (Husby)";"totalt";"män";6297
"Stockholm (Husby)";"totalt";"kvinnor";5714
"Stockholm (Husby)";"totalt";"totalt";12011
"Stockholm (Hägersten)";"totalt";"män";4819
"Stockholm (Hägersten)";"totalt";"kvinnor";5044
"Stockholm (Hägersten)";"totalt";"totalt";9863
"Stockholm (Hägerstensåsen)";"totalt";"män";4134
"Stockholm (Hägerstensåsen)";"totalt";"kvinnor";4396
"Stockholm (Hägerstensåsen)";"totalt";"totalt";8530
"Stockholm (Hässelby Gård)";"totalt";"män";5972
"Stockholm (Hässelby Gård)";"totalt";"kvinnor";5368
"Stockholm (Hässelby Gård)";"totalt";"totalt";11340
"Stockholm (Hässelby Strand)";"totalt";"män";4098
"Stockholm (Hässelby Strand)";"totalt";"kvinnor";4169
"Stockholm (Hässelby Strand)";"totalt";"totalt";8267
"Stockholm (Hässelby Villastad)";"totalt";"män";9547
"Stockholm (Hässelby Villastad)";"totalt";"kvinnor";9431
"Stockholm (Hässelby Villastad)";"totalt";"totalt";18978
"Stockholm (Högdalen)";"totalt";"män";5364
"Stockholm (Högdalen)";"totalt";"kvinnor";5178
"Stockholm (Högdalen)";"totalt";"totalt";10542
"Stockholm (Höglandet)";"totalt";"män";705
"Stockholm (Höglandet)";"totalt";"kvinnor";681
"Stockholm (Höglandet)";"totalt";"totalt";1386
"Stockholm (Hökarängen)";"totalt";"män";4957
"Stockholm (Hökarängen)";"totalt";"kvinnor";5284
"Stockholm (Hökarängen)";"totalt";"totalt";10241
